Year,Country,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change,Adjusted savings: net national savings (current US$),Adjusted savings: particulate emission damage (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Air transport, passengers carried",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"International tourism, expenditures (current US$)","International tourism, receipts (current US$)",Military expenditure (current USD),Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total,Country / Economy,Region,Income,Intl tourism expenditures recipts and asylum seekers,Intl tourism expenditures receipts and military,net inflows UN and refugee pop,SUM REFUGEE and undernourishment
2018,Belgium,42158.0,19550.0,0.0,7695.0,0.0,61708.0,69403.0,1.819203664,32740745583.0,260058910.3,4.5704,13639487.0,10.76469994,5134.414551,9.7,3944.487293,1189.927403,74.74503,39.21686286,35.76729084,1.136139114,20789000000.0,10319000000.0,4840126058.0,0.455184695,2.5,42158.0,8.0,5.949999809,0.0,Belgium,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,4.1938990590499997e+24,1.038312026615324e+30,0.0,173507.5
2019,Belgium,61662.0,10862.0,0.0,10933.0,0.0,72524.0,83457.0,2.149559681,34239431987.0,252216642.0,4.4898,14279187.0,10.65604973,4960.393555,9.5,3808.438169,1151.954353,74.98904,39.78313988,34.06099558,2.866433055,20998000000.0,10581000000.0,4761195701.0,0.540461327,2.5,61662.0,8.0,5.360000134,0.0,Belgium,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.413317400356e+24,1.0578416895344765e+30,0.0,208642.5
2016,Belize,0.0,2427.0,0.0,0.0,1709.0,2427.0,4136.0,-0.033233632,-98656147.74,5794869.73,69.3254,990499.0,6.14959431,296.0452271,4.65,203.7181976,87.41397603,55.36968,4.987513572,6.080347448,-0.770423438,55000000.0,2651000000.0,21712887.5,2.049363877,7.2,5253.5,4.0,7.0,2817366.041,Belize,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,3.53868735e+20,3.1658475619375e+24,14801032496.393501,29779.2
2017,Belize,0.0,3120.0,0.0,0.0,2774.0,3120.0,5894.0,1.813682033,-87202337.82,5807607.002,68.487,1285642.0,5.79241371,282.5537415,4.681,193.971579,84.04257763,55.27374,5.057894611,5.610893927,1.138496818,53000000.0,2651000000.0,23055950.0,1.982397008,6.7,5253.5,4.0,6.599999905,2293037.586,Belize,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,4.3836936e+20,3.23943014285e+24,12046472958.051,39489.8
2018,Belize,29.0,3305.0,0.0,0.0,2774.0,3334.0,6108.0,2.906069731,-140353288.8,5733629.07,68.049,1297533.223,5.81922674,285.9703369,4.716,196.1819515,82.64608061,55.28901,6.436926836,5.447815157,1.789707623,50000000.0,2651000000.0,24225825.0,1.922979057,6.2,29.0,4.0,6.644000053,1319906.311,Belize,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,4.3807775e+20,3.21113310375e+24,38277283.019,37869.6
2019,Belize,29.0,2144.0,0.0,0.0,3390.0,2173.0,5563.0,1.762797913,-126934279.0,5927905.813,67.611,1278187.556,5.96689224,293.4125977,4.756,205.0021173,79.63792804,55.47444,7.582880111,4.739300069,1.55516368,45400001.53,2651000000.0,24472112.5,1.882598378,5.9,29.0,4.0,6.710999966,5598652.407,Belize,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,2.580419862961283e+20,2.9453509880421225e+24,162360919.803,32821.700000000004
2016,Benin,804.0,224.0,0.0,0.0,0.0,1028.0,1028.0,3.339673426,873393900.9,298182492.0,88.1498,899.0,2.73950028,29.78626442,9.18,6.25092677,14.43182868,49.72104,0.20509447,1.148659643,3.270773722,87000000.0,129000000.0,79581568.05,2.761360928,7.3,804.0,6.0,1.827999949,16595448.7,Benin,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,2.513952e+18,8.9314393822515e+23,13342740754.8,7504.4
2017,Benin,1056.0,262.0,0.0,0.0,0.0,1318.0,1318.0,5.671555469,868916256.1,309651412.1,86.096,4048658.0,2.61910868,29.76860428,9.025,9.25648525,14.71445462,51.57576,0.256058103,0.50815207,5.430071335,148000000.0,160000000.0,116142782.4,2.749902222,7.2,1056.0,6.0,1.644000053,19110309.66,Benin,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,6.20416e+18,2.750261087232e+24,20180487000.96,9489.6
2018,Benin,1167.0,308.0,0.0,0.0,0.0,1475.0,1475.0,6.697259461,1300488331.0,347726054.1,84.0364,4048658.0,2.50416446,31.07242012,8.871,6.09102944,15.64573608,51.71272,0.235384383,0.422357981,6.795087766,76000000.0,175000000.0,90212425.99,2.734856203,7.3,1167.0,6.0,1.470000029,16894631.89,Benin,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,4.0964e+18,1.1998252656669999e+24,19716035415.63,10767.5
2019,Benin,1238.0,373.0,0.0,0.0,0.0,1611.0,1611.0,6.865687336,1565150074.0,310786459.5,81.9768,4048658.0,2.38842916,29.12529182,8.718,6.59708499,15.43953105,52.40404,0.212114903,0.304351669,6.873906319,130000000.0,240860000.6,68112390.31,2.71521855,7.6,1238.0,6.0,1.470000029,29189447.63,Benin,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.1679301429094e+19,2.1327215482214245e+24,36136536165.94,12243.599999999999
2016,Bolivia (Plurinational State of),776.0,0.0,0.0,0.0,0.0,776.0,776.0,3.231784734561471,1903125215.0,140620295.8,66.4978,3678739.0,6.83333063,210.2380981,6.834,136.2788555,67.15044422,50.2251,2.606905809,7.862224653,5.939046999,960000000.0,827000000.0,552381263.9,1.480195967,13.1,776.0,0.0,3.5,9151283.624,Bolivia (Plurinational State of),LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,0.0,4.38546533035488e+26,7101396092.224,10165.6
2017,Bolivia (Plurinational State of),802.0,34.0,0.0,0.0,0.0,836.0,836.0,3.231784734561471,2368936657.0,156140246.4,64.9,4053427.35,6.4901948,217.4946899,6.795,149.0441263,63.43977053,50.97713,3.394987249,7.604047403,2.946369618,997000000.0,928000000.0,574070189.6,1.449144413,12.5,802.0,0.0,3.650000095,15267944.94,Bolivia (Plurinational State of),LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,3.1457344e+19,5.311389245409536e+26,12244891841.88,10450.0
2018,Bolivia (Plurinational State of),802.0,34.0,0.0,0.0,0.0,836.0,836.0,3.231784734561471,2236922735.0,168636087.8,63.9042,4122113.0,6.64209032,235.700882,6.772,171.6008855,60.28156387,51.5617,4.4401541,6.271048138,4.774746597,1009000000.0,948000000.0,618842083.1,1.421890804,12.6,802.0,0.0,3.519999981,8509514.766,Bolivia (Plurinational State of),LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,3.2522088e+19,5.919422554318092e+26,6824630842.332001,10533.6
2019,Bolivia (Plurinational State of),863.0,242.0,0.0,0.0,0.0,1105.0,1105.0,3.231784734561471,1277085788.0,172348945.9,62.9084,4066959.0,6.9233799,245.9234772,6.762,175.1855224,67.96416144,51.65574,6.487149421,5.665476718,2.594564,1111000000.0,977000000.0,598213046.0,1.399133355,12.6,863.0,0.0,3.819999933,18143112.18,Bolivia (Plurinational State of),LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,2.62678174e+20,6.49328556141562e+26,15657505811.34,13923.0
2016,Bosnia and Herzegovina,5266.0,51.0,98324.0,49.0,52437.0,5317.0,156127.0,3.149806916,-927024204.1,67401573.07,10.125,4048658.0,9.24976635,461.9793396,10.427,327.5307225,133.5724126,64.83564,19.56337748,22.00036855,2.593268302,290000000.0,875000000.0,157912010.6,-1.264728458,2.5,5266.0,7.0,25.40999985,7668298.677,Bosnia and Herzegovina,EUROPE AND CENTRAL ASIA ,,1.294125e+19,4.007017268975e+25,40381260833.082,390317.5
2017,Bosnia and Herzegovina,5224.0,223.0,98574.0,65.0,48907.0,5447.0,152993.0,3.171434875,-388628089.1,68666578.84,9.642,4048658.0,8.93797779,482.1771545,10.563,338.1266935,142.1868829,65.24652,20.89636807,22.65667122,2.143083722,346000000.0,984000000.0,156258302.1,-1.030880199,2.5,5224.0,7.0,20.53000069,10046572.88,Bosnia and Herzegovina,EUROPE AND CENTRAL ASIA ,,7.5923472e+19,5.320032656617439e+25,52483296725.12,382482.5
2018,Bosnia and Herzegovina,5227.0,1003.0,96830.0,90.0,48907.0,6230.0,152057.0,3.740071092,-29913902.33,76711705.28,9.149,4048658.0,8.89146042,539.9100342,10.712,377.2187483,160.4010293,65.37254,21.55180998,23.84334785,4.01035072,378000000.0,1147000000.0,172073317.8,-0.827063452,2.5,5227.0,7.0,18.39999962,10942025.32,Bosnia and Herzegovina,EUROPE AND CENTRAL ASIA ,,4.34866698e+20,7.460514010527481e+25,57193966347.64,380142.5
2019,Bosnia and Herzegovina,5241.0,725.0,96421.0,75.0,53728.0,5966.0,156190.0,2.831002603,106984113.9,78048346.91,8.656,5375.0,9.04909897,553.822937,10.877,380.6052276,164.6762955,65.44253,22.59578915,22.06367767,3.10070754,393000000.0,1225000000.0,165369204.4,-0.692266996,2.5,5241.0,7.0,15.68999958,13849413.84,Bosnia and Herzegovina,EUROPE AND CENTRAL ASIA ,,3.49033125e+20,7.961286922827e+25,72584777935.44,390475.0
2016,Botswana,2090.0,78.0,0.0,0.0,660.0,2168.0,2828.0,7.036896951,1875477212.0,74435106.6,46.4788,254396.0,5.56052208,402.8016357,6.0,267.9535738,112.0275788,65.64189,2.734212777,6.5799446,6.402692421,237100006.1,505000000.0,514463449.2,1.831973136,27.7,2090.0,5.0,21.02899933,7001175.433,Botswana,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,9.339369240279e+18,6.159953990649125e+25,14632456654.970001,78335.59999999999
2017,Botswana,2116.0,65.0,0.0,0.0,293.0,2181.0,2474.0,4.00344974,2177840039.0,80730745.2,46.061,223673.0,6.13453388,484.2239075,5.834,366.3618454,71.31976182,65.71078,1.47087634,6.403713244,3.946777893,253300003.1,542010009.8,522430455.5,2.068847655,28.9,2116.0,5.0,21.56599998,6209777.146,Botswana,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,8.923923915567115e+18,7.172507132395495e+25,13139888440.935999,71498.59999999999
2018,Botswana,2044.0,268.0,0.0,0.0,6.0,2312.0,2318.0,3.98039539,1976985829.0,86280983.93,45.358,253417.0,5.96867228,494.1954651,5.742,388.2312621,75.05486848,66.17048,1.776521383,6.321060412,3.113318058,278299987.8,584200012.2,498087432.4,2.197416468,29.5,2044.0,5.0,22.07099915,5602263.952,Botswana,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,4.357220547982932e+19,8.098047743079626e+25,11451027517.887999,68381.0
2019,Botswana,1113.0,150.0,0.0,0.0,6.0,1263.0,1269.0,2.992737635,1535209937.0,78289823.52,44.655,254439.0,6.04836559,481.5330505,5.708,378.1180043,73.80637296,66.1978,2.139821339,6.189485857,2.342584608,294700012.2,712400024.4,514720930.2,2.178168817,29.3,1113.0,5.0,22.61000061,6939781.45,Botswana,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,3.1491644382294045e+19,1.0806272326654663e+26,7723976753.85,37181.700000000004
2016,Brazil,9674.0,35451.0,0.0,5.0,22930.0,45125.0,68060.0,-3.275916906,97059811629.0,3155804209.0,60.0994,94142377.0,9.16901207,798.6270752,6.311,343.9113818,454.1222531,55.22357,13.02890048,20.37413949,-3.515404036,17068000000.0,6613000000.0,24224746901.0,0.823752153,2.5,9674.0,2.0,11.60000038,16797411.19,Brazil,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,4.001378618484e+24,2.7342637524427504e+30,162498155852.06003,170150.0
2017,Brazil,10260.0,85739.0,0.0,294.0,52341.0,95999.0,148634.0,1.322869054,116000000000.0,3474279728.0,59.111,96395709.0,9.47124863,940.369751,6.378,392.4951331,547.251771,55.6207,13.90912537,19.42691493,1.591504009,22991000000.0,6175000000.0,29261833097.0,0.807145245,2.5,10260.0,2.0,12.81999969,20278233.85,Brazil,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,1.2172316530075e+25,4.154285619227059e+30,208054679301.00003,371585.0
2018,Brazil,11304.0,152670.0,0.0,0.0,0.0,163974.0,163974.0,1.783666761,83530824661.0,3144607182.0,57.8858,102109977.0,9.46475124,866.1553955,6.452,355.9190342,509.496483,58.59449,14.91053848,18.28999275,0.825174038,22229000000.0,6324000000.0,28177406872.0,0.78384426,2.5,11304.0,2.0,12.32999992,40860695.13,Brazil,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,2.146176784332e+25,3.961072671210019e+30,461889297749.52,409935.0
2019,Brazil,32844.0,207294.0,0.0,7.0,0.0,240138.0,240145.0,1.411152985,79187745907.0,2996136350.0,56.6606,102917546.0,9.5912714,853.3879395,6.531,347.6769299,504.4660883,59.08307,15.5920738,15.97391735,1.522875144,21178000000.0,6127000000.0,25906871197.0,0.751550842,2.5,32844.0,2.0,11.93000031,36643039.93,Brazil,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,2.6897973178164002e+25,3.361613585473075e+30,1203504003460.92,600362.5
2016,Brunei Darussalam,0.0,0.0,0.0,20524.0,0.0,0.0,20524.0,-2.477917718,5503227835.0,4877400.628,11.1058,1168609.0,2.54828691,692.0357056,4.251,657.573674,34.46210243,62.85225,8.604097189,17.67818009,-0.903529429,499000000.0,144000000.0,403366488.7,1.168569854,2.5,5253.5,5.0,8.383000374,0.0,Brunei Darussalam,EAST ASIA AND PACIFIC  ,HIGH-INCOME  ,0.0,2.89843024120272e+25,0.0,51310.0
2017,Brunei Darussalam,0.0,0.0,0.0,20524.0,0.0,0.0,20524.0,1.328602552,5704715575.0,4766410.265,10.272,1172201.0,2.27036428,648.6688232,4.345,613.5666034,35.10221587,67.68007,9.675998238,19.74071378,0.453422941,504000000.0,177000000.0,346706804.4,1.111027783,2.5,5253.5,12.0,9.319999695,0.0,Brunei Darussalam,EAST ASIA AND PACIFIC  ,HIGH-INCOME  ,0.0,3.09290206069152e+25,0.0,51310.0
2018,Brunei Darussalam,0.0,0.0,0.0,20863.0,0.0,0.0,20863.0,0.052237791,6080644355.0,5064178.918,9.7116,1234455.0,2.41289377,763.1456909,4.445,726.0693933,37.07630221,69.63482,11.52826701,19.25294256,-4.640468944,585000000.0,190000000.0,357708767.5,1.049642828,2.5,5253.5,12.0,8.699999809,0.0,Brunei Darussalam,EAST ASIA AND PACIFIC  ,HIGH-INCOME  ,0.0,3.9759329507625e+25,0.0,52157.5
2016,Bulgaria,17794.0,16030.0,0.0,67.0,0.0,33824.0,33891.0,3.039825276,5306937214.0,158924922.9,40.6392,1092333.0,7.47690725,562.3408203,15.1,310.0373399,252.3035446,71.59242,23.73603406,20.67931654,2.979650262,1636000000.0,4148000000.0,670592858.4,-0.701382098,3.6,17794.0,8.0,7.570000172,0.0,Bulgaria,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.0878163184e+23,4.550728972988275e+27,0.0,122007.6
2017,Bulgaria,19166.0,2712.0,0.0,48.0,0.0,21878.0,21926.0,2.76217096,6566439041.0,179964767.0,39.86,1133069.0,7.5206337,624.5250244,15.5,343.0952427,281.4541274,71.69407,25.29667253,18.16069229,1.468413592,2047000000.0,4663000000.0,720037970.9,-0.730443175,3.1,19166.0,8.0,6.159999847,0.0,Bulgaria,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,2.5886476632e+22,6.872878358353814e+27,0.0,67970.6
2018,Bulgaria,19906.0,1560.0,0.0,92.0,0.0,21466.0,21558.0,2.684576131,6273111383.0,200643513.1,39.3266,1022645.0,7.3434248,689.9053955,15.4,397.6374404,292.2678843,71.80724,27.0001679,15.88846119,2.112205705,2247000000.0,5061000000.0,961297274.6,-0.722080405,2.8,19906.0,8.0,5.210000038,0.0,Bulgaria,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.774042452e+22,1.0931937013668599e+28,0.0,60362.399999999994
2019,Bulgaria,20438.0,2060.0,0.0,116.0,0.0,22498.0,22614.0,4.037592082,7741807095.0,217520475.4,38.7932,832828.0,7.12611389,697.8963623,15.5,412.8451123,285.0487402,71.97405,28.78196785,13.93340599,4.573863684,2196000000.0,4832000000.0,2158557527.0,-0.703905641,3.0,20438.0,8.0,4.230000019,0.0,Bulgaria,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,2.185880832e+22,2.2904609335138946e+28,0.0,67842.0
2016,Burkina Faso,32551.0,126.0,0.0,0.0,0.0,32677.0,32677.0,5.957976708,932199476.1,344449878.1,106.5448,144950.0,5.95963097,40.98265457,8.571,16.42737716,14.93391828,50.92322,0.066415118,0.406122225,5.974460942,176000000.0,172000000.0,149467363.2,2.915213081,12.3,32551.0,6.0,4.434000015,32033731.49,Burkina Faso,SUB-SAHARAN AFRICA ,LOW-INCOME  ,3.814272e+18,4.5246760187903994e+24,1042729993730.99,401927.10000000003
2017,Burkina Faso,24152.0,43.0,2350.0,0.0,0.0,24195.0,26545.0,6.203489411,1142539945.0,368567983.1,104.329,145049.0,6.02940798,44.51367188,8.341,19.27521451,17.22731088,51.15106,0.064402904,0.395972873,6.982426223,182000000.0,172000000.0,191065838.8,2.890750882,12.4,24152.0,6.0,4.563000202,36054907.92,Burkina Faso,SUB-SAHARAN AFRICA ,LOW-INCOME  ,1.346072e+18,5.981125017795201e+24,870798136083.8401,329158.0
2018,Burkina Faso,25120.0,40.0,47030.0,0.0,0.0,25160.0,72190.0,6.604569068,1687082664.0,417410502.9,102.0658,189545.3369,4.90988731,40.26911545,8.124,17.11735616,17.03723027,51.26807,0.069959364,0.388629381,7.264439812,191000000.0,179000000.0,305781079.1,2.866979114,12.7,25120.0,6.0,4.690000057,46918402.69,Burkina Faso,SUB-SAHARAN AFRICA ,LOW-INCOME  ,1.36756e+18,1.0454349313349901e+25,1178590275572.8,916813.0
2019,Burkina Faso,25869.0,29.0,560033.0,0.0,0.0,25898.0,585931.0,5.688115149,1391528674.0,380797098.6,99.8026,185841.0,5.46494246,42.3445282,7.914,17.7057667,17.94908109,51.40019,0.059124927,0.370501449,3.106051333,185199996.9,173000000.0,357921557.5,2.844596498,14.4,25869.0,6.0,4.69299984,100370965.3,Burkina Faso,SUB-SAHARAN AFRICA ,LOW-INCOME  ,9.291483844473e+17,1.146766334172367e+25,2596496501345.6997,8437406.4
2016,Cabo Verde,0.0,0.0,0.0,115.0,0.0,0.0,115.0,4.705791509,317382822.3,8660405.341,74.7374,565810.0,4.84664345,151.7473602,5.744,96.4463752,47.54335197,53.40924,2.925937501,12.18572671,4.836457624,79000000.0,397000000.0,10171216.5,1.212273815,17.0,5253.5,1.0,12.00800037,4356503.665,Cabo Verde,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,0.0,3.189998630895e+23,22886892004.0775,1955.0
2017,Cabo Verde,0.0,0.0,0.0,115.0,0.0,0.0,115.0,3.702039188,289589857.0,8417020.206,73.759,336718.0,5.27825785,173.7935486,5.682,108.034017,51.88378947,53.98064,2.789405728,12.08748684,3.838132421,100000000.0,451000000.0,9354384.166,1.190125956,16.7,5253.5,1.0,12.23999977,5389587.193,Cabo Verde,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,0.0,4.2188272588659994e+23,28314196318.4255,1920.5
2018,Cabo Verde,0.0,0.0,0.0,115.0,0.0,0.0,115.0,4.531161684,393162691.8,9460834.93,72.6946,561944.0,5.26637983,190.4555969,5.625,116.0582887,56.50188982,54.00831,2.879358255,11.52699594,5.701989651,112000000.0,520000000.0,10714071.13,1.158842966,16.2,5253.5,1.0,12.17000008,5931877.97,Cabo Verde,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,0.0,6.239875026112001e+23,31163120915.395,1863.0
2019,Cabo Verde,0.0,0.0,0.0,115.0,0.0,0.0,115.0,5.66775246,406188933.3,8190023.103,71.6302,675482.0,4.93621731,177.8902741,5.576,116.9863605,48.72949226,55.03925,3.682617037,10.45778137,5.896135305,107000000.0,567000000.0,9728061.09,1.128657862,15.4,5253.5,1.0,12.21899986,7133242.965,Cabo Verde,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,0.0,5.9019173826921e+23,37474491916.6275,1771.0
2016,Cambodia,61.0,170.0,0.0,0.0,0.0,231.0,231.0,6.933313973,2153810400.0,104125820.3,49.9048,1047394.0,6.11648464,77.65436554,6.051,16.93399564,46.00497325,53.15749,0.619302243,1.441435944,6.830668241,762000000.0,3523000000.0,382205260.4,1.565214466,8.5,61.0,10.0,0.720000029,26858441.78,Cambodia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,4.5636942e+20,1.0260399588805703e+27,1638364948.5800002,1963.5
2017,Cambodia,61.0,44.0,0.0,0.0,0.0,105.0,105.0,6.996903699,2938737217.0,109558154.8,50.177,1305297.0,5.72757244,79.27455139,6.017,21.01974791,50.96594924,53.38889,0.834715385,0.830205537,6.848804581,919000000.0,4024000000.0,458262797.9,1.530274527,7.7,61.0,10.0,0.140000001,23278568.98,Cambodia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,1.62714464e+20,1.6946814893508822e+27,1419992707.78,808.5
2018,Cambodia,0.0,0.0,0.0,57444.0,0.0,0.0,57444.0,7.469169207,3743367848.0,120698128.2,50.7204,1411059.0,6.18275642,92.90358734,5.997,24.98236818,61.8846752,53.7971,1.022782322,0.54251156,6.461264555,1080000000.0,4832000000.0,543204689.1,1.490343156,6.8,5253.5,10.0,0.143000007,23339650.51,Cambodia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,0.0,2.834746262349696e+27,122614853954.285,390619.2
2019,Cambodia,0.0,27.0,0.0,57444.0,0.0,27.0,57471.0,7.054106932,4583869552.0,127066695.5,51.2638,1429503.73,6.98908329,113.3104401,5.992,27.54318045,78.39658811,53.84483,1.11836066,0.342370159,8.243609722,1162000000.0,5312000000.0,595407617.7,1.446411842,6.2,5253.5,10.0,0.147,49907737.4,Cambodia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,1.66658688e+20,3.6751797181884294e+27,262190298430.9,356320.2
2016,Cameroon,375413.0,3237.0,198889.0,0.0,28.0,378650.0,577567.0,4.535794236,1690777704.0,482443299.0,108.8318,343592.0,3.72950816,50.88278198,9.762,5.17153014,40.7195886,41.7675,1.52458664,4.3929148,4.217277505,818000000.0,508000000.0,387437830.9,2.660502066,5.5,375413.0,6.0,3.575000048,30325690.37,Cameroon,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.345115928e+21,1.6099746600350958e+26,11384658398872.81,3176618.5
2017,Cameroon,337382.0,5765.0,221695.0,0.0,38.0,343147.0,564880.0,3.541176549,2279610196.0,495704088.4,105.8,236000.0,3.49216461,49.76703644,9.501,2.0749774,42.95634347,45.05227,1.556447382,3.60563123,3.348049329,845000000.0,544000000.0,408157575.1,2.637754334,5.6,337382.0,6.0,3.599999905,30068461.27,Cameroon,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,2.6500552e+21,1.8762187412196802e+26,10144557600195.14,3163328.0
2018,Cameroon,380327.0,8092.0,668494.0,0.0,25.0,388419.0,1056938.0,3.95551424,2286553875.0,549176541.0,103.4938,265136.0,3.46510625,53.17176819,9.266,3.22925578,45.31480416,46.00492,1.569673259,3.578059354,3.923726852,915000000.0,633000000.0,429892180.6,2.612284161,5.6,380327.0,6.0,3.617000103,30453355.95,Cameroon,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,4.68684594e+21,2.48991401542617e+26,11582233508395.65,5918852.8
2019,Cameroon,406259.0,10065.0,950263.0,0.0,20.0,416324.0,1366607.0,3.475059979,2286886788.0,518871817.7,101.1876,83882.0,3.59539533,53.99584961,9.059,1.8114012,44.51408246,46.09974,1.549401423,3.309624453,3.158785436,984000000.0,681000000.0,422294772.0,2.584178982,5.3,406259.0,6.0,3.638000011,77998015.85,Cameroon,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,6.74459676e+21,2.82981415896288e+26,31687395921205.15,7243017.1
2016,Canada,97322.0,23946.0,0.0,0.0,0.0,121268.0,121268.0,1.001394414,25898618661.0,519645388.8,9.0084,85406425.0,11.02296066,4629.375,7.4,3224.506074,1404.868857,79.54094,36.79332821,41.65556256,0.970803016,1454000000.0,2651000000.0,17782775543.0,1.132348655,2.5,97322.0,9.0,7.0,0.0,Canada,NORTH AMERICA,HIGH-INCOME  ,9.2301150084e+22,6.854466860037282e+28,0.0,303170.0
2017,Canada,104768.0,51859.0,0.0,3790.0,0.0,156627.0,160417.0,3.039880225,55417082000.0,551616574.9,8.387,91404001.0,10.83538342,4865.070801,7.5,3395.676562,1469.39399,79.30059,37.90637316,39.39062011,4.181976881,1454000000.0,2651000000.0,22269696323.0,1.199682154,2.5,104768.0,9.0,6.340000153,0.0,Canada,NORTH AMERICA,HIGH-INCOME  ,1.99893315886e+23,8.583974704060494e+28,0.0,401042.5
2018,Canada,114101.0,78766.0,0.0,3790.0,0.0,192867.0,196657.0,2.777040554,52802485528.0,573062749.2,8.0346,91504000.0,10.80637455,5018.711426,7.7,3521.605263,1497.106246,79.6798,38.96365923,37.33557257,2.386484609,1454000000.0,2651000000.0,22729327580.0,1.412548033,2.5,114101.0,9.0,5.829999924,0.0,Canada,NORTH AMERICA,HIGH-INCOME  ,3.03607800364e+23,8.761142054079932e+28,0.0,491642.5
2019,Canada,101757.0,97701.0,0.0,3790.0,0.0,199458.0,203248.0,1.879592028,57856497356.0,569208101.9,7.6822,93352000.0,10.84447765,5048.372559,7.6,3542.315497,1506.057184,79.64043,40.8261656,35.86641133,2.075486813,1454000000.0,2651000000.0,22204408440.0,1.4150147,2.5,101757.0,9.0,5.659999847,0.0,Canada,NORTH AMERICA,HIGH-INCOME  ,3.76593780354e+23,8.558809137003575e+28,0.0,508120.0
