OldIndex,Year,Country,data counts,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change, Adjusted savings: net national savings (current US$) , Adjusted savings: particulate emission damage (current US$) ,"Adolescent fertility rate (births per 1,000 women ages 15-19)"," Air transport, passengers carried ",Current health expenditure (% of GDP), Current health expenditure per capita (current US$) ,"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"Internally displaced persons, new displacement associated with disasters (number of cases)","International tourism, expenditures (current US$)"," International tourism, receipts (current US$) ", Military expenditure (current USD) ,Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total
49,2019,Australia,30,58529,77363,0,0,0,135892,135892,2.113149425,68059543502,267526445.7,10.9366,76850596.72,9.91078568,5427.462402,6.7,3890.514399,1536.952063,81.21506,34.54134273,24.60005274,,25000,41345000000,47953000000,26079346314,1.521653677,2.5,58529,11,5.159999847,0
60,2018,Azerbaijan,30,1130,209,620423,3585,0,1339,625347,1.5,11982042079,86840966.56,56.4976,2279546,3.55621028,168.3916473,5.8,43.97442155,123.3108659,73.8979,19.00503511,16.89934919,,390,2453000000,2830000000,1672176471,0.866316916,2.5,1130,8,4.900000095,3766897.112
61,2019,Azerbaijan,30,1109,181,652326,3585,0,1290,657201,2.5,10872749026,85486379.37,57.1572,2585280,4.03829002,193.1088409,5.6,61.28403363,131.2416332,78.50823,19.33785363,16.6526469,,140,1839000000,2004099976,1854235294,0.846646726,2.5,1109,12,4.849999905,9496247.962
107,2019,Benin,30,1238,373,0,0,0,1611,1611,6.865687336,1565150074,310786459.5,81.9768,,2.38842916,29.12529182,8.718,6.59708499,15.43953105,52.40404,0.212114903,0.304351669,6.873906319,5000,130000000,240860000.6,68112390.31,2.71521855,7.6,1238,6,1.470000029,29189447.63
125,2019,Botswana,30,1113,150,0,0,6,1263,1269,2.992737635,1535209937,78289823.52,44.655,254439,6.04836559,481.5330505,5.708,378.1180043,73.80637296,66.1978,2.139821339,6.189485857,2.342584608,,294700012.2,712400024.4,514720930.2,2.178168817,29.3,1113,5,22.61000061,6939781.45
144,2019,Bulgaria,30,20438,2060,0,116,0,22498,22614,4.037592082,7741807095,217520475.4,38.7932,832828,7.12611389,697.8963623,15.5,412.8451123,285.0487402,71.97405,28.78196785,13.93340599,4.573863684,,2196000000,4832000000,2158557527,-0.703905641,3,20438,8,4.230000019,0
248,2019,Croatia,30,916,454,0,2886,4027,1370,8283,3.481945603,6558099673,65570807.39,7.8494,2108591,6.97861767,1040.085693,12.7,848.1183634,191.8779883,73.62096,27.95854736,32.28965713,3.43323731,,1811000000,11974000000,1001812141,-0.554146739,2.5,916,5,6.619999886,0
266,2019,Cyprus,30,12311,18799,0,0,4000,31110,35110,5.283187396,885596476.2,20938614.98,4.3352,395436,7.00903225,1996.458252,7.099,1118.14242,864.3467889,73.35105,36.77533784,36.4768018,4.059808688,,1596000000,3245000000,401589789.5,0.779957016,2.5,12311,7,7.070000172,0
275,2016,Dem. Rep. of the Congo,30,451957,1324,2232900,0,0,453281,2686181,,1907147530,687034936.8,125.2448,416033,4.36603069,20.57792664,9.919,2.59802606,9.08439479,34.39028,0.001269211,0,8.834043438,130000,60000000,4300000,395733745.2,3.282934175,39.9,451957,6,4.477000237,113281527.8
276,2017,Dem. Rep. of the Congo,30,537089,807,4351376,0,0,537896,4889272,,5735350590,674720857.5,124.22,959738,4.15646648,19.41378212,9.691,1.93147854,9.23667387,34.57002,0.00122852,0,2.809604316,27000,68000000,6000000,295236074.3,3.258505772,40.2,537089,6,4.465000153,141135095.1
326,2019,Estonia,30,331,33,0,75599,0,364,75963,4.096342644,4256969286,9577304.161,6.4996,857,6.7304492,1598.818848,11.6,1189.787403,408.7018553,80.61685,32.53133562,24.47014592,4.227617489,,1808000000,2310000000,637035378.4,0.371554389,2.5,331,7,4.449999809,0
350,2019,Finland,30,23458,8719,0,2801,0,32177,34978,1.220754143,14305219631,29781716.01,5.5046,14610547,9.15348339,4450.302734,9.8,3567.672968,882.340648,80.17834,32.48281502,4.862480378,1.21119576,,6841000000,5944000000,3629646216,0.11019169,2.5,23458,6,6.690000057,0
421,2016,Haiti,30,5,0,0,2302,0,5,2307,1.812468078,827142529.9,321094324.8,52.854,,4.90023947,59.13440323,8.759,6.51630312,23.38676135,37.73652,0.012435459,0.05250937,1.890539606,180000,503000000,511000000,64514.31661,1.341394984,46.7,5,2,13.92500019,23333668.05
472,2019,Ireland,30,7795,7890,0,99,0,15685,15784,4.917006978,43674752979,57792382.88,6.5982,170161848,6.67931509,5428.588867,6.3,4048.534173,1380.057284,79.57614,29.95495131,36.19856242,6.365904641,,8156000000,14808000000,1112740708,1.367626954,2.5,7795,7,4.949999809,0
635,2019,Mongolia,30,0,5,0,17,10,5,32,5.602244219,2063210476,75496732.88,31.8838,744413,3.76607823,163.441864,6.335,92.58838369,62.50973827,67.77262,9.838777341,10.89435059,3.022180923,13,1036000000,605000000,99729483.17,1.718532829,4.3,,9,5.43900013,11880568.86
645,2017,Morocco,30,4703,2050,0,0,0,6753,6753,4.254603273,19754783448,643224723.7,31.034,8667392,5.23467541,161.3648377,5.072,69.38964243,91.61728589,69.21146,3.87526241,5.751314843,4.215503176,,2829000000,9086000000,3461461531,1.286961299,3.7,4703,2,9.241999626,10540271.88
646,2018,Morocco,30,5932,1829,0,0,0,7761,7761,3.148502656,19675610767,692645112.5,30.681,8132917,5.33230448,174.7818451,5.06,70.2470616,104.2180861,71.67294,4.309292493,6.103789513,3.159512883,,2987000000,9520000000,3696856945,1.250762951,3.7,5932,2,9.265000343,15141378.48
683,2019,Netherlands,30,94417,15599,0,1951,0,110016,111967,1.955588416,1.34E+11,495024362.5,3.6176,46358457.95,10.13031101,5335.30127,8.8,3515.799265,1817.947277,76.10376,43.62720527,32.52007793,1.412222047,,22547400391,23723900391,12000671742,0.655071575,2.5,94417,2,3.380000114,0
866,2019,Slovenia,30,741,315,0,5,0,1056,1061,3.250531336,4355119512,30775705.01,3.5288,869640.1,8.52386475,2219.100586,9.9,1605.971363,613.1292042,76.51751,30.20892366,34.01523293,3.46665849,,1771699951,3353100098,572884012.5,0.696304046,2.5,741,3,4.449999809,0
954,2016,Tunisia,30,646,30,0,0,5,676,681,1.117425857,1385722052,143949317.2,7.7908,3606247,6.60998964,244.4290619,6.287,133.6561934,109.0883026,65.54085,5.664102223,8.617602085,1.372290205,,823000000,1706000000,987734705.2,1.102942955,2.5,646,3,15.56000042,3516679.998
1011,2019,United States of America,30,341715,847608,0,0,0,1189323,1189323,,5.90E+11,14561165318,17.2524,926737000,16.76706314,10921.0127,8.7,5552.60023,5368.412199,83.99668,34.72536697,32.40394053,2.042092334,916000,1.86E+11,2.39E+11,7.34E+11,0.455381286,2.5,341715,11,3.670000076,0
105,2017,Benin,30,1056,262,0,0,0,1318,1318,5.671555469,868916256.1,309651412.1,86.096,,2.61910868,29.76860428,9.025,9.25648525,14.71445462,51.57576,0.256058103,0.50815207,5.430071335,3500,148000000,160000000,116142782.4,2.749902222,7.2,1056,6,1.644000053,19110309.66
136,2017,Brunei Darussalam,30,0,0,0,20524,0,0,20524,1.328602552,5704715575,4766410.265,10.272,1172201,2.27036428,648.6688232,4.345,613.5666034,35.10221587,67.68007,9.675998238,19.74071378,0.453422941,94,504000000,177000000,346706804.4,1.111027783,2.5,,12,9.319999695,0
641,2019,Montenegro,30,653,485,0,142,12275,1138,13555,4.062944992,140847286,17341544.79,8.249,597380,8.32983208,735.1588745,10.751,447.234568,287.9242992,73.81891,28.46890143,29.96479226,4.015794391,,72000000,1276000000,77656739.81,-0.031987013,2.5,653,12,15.11999989,6483374.061
785,2019,Rep. of Korea,30,3196,25562,0,197,0,28758,28955,,2.46E+11,2350603587,1.2618,92434079,8.1641655,2624.533203,5.7,1562.345033,1062.18804,84.00083,42.7643539,48.27187179,2.691490663,5600,35339000000,25456000000,43890861986,0.198353208,2.5,3196,5,3.75,0
957,2019,Tunisia,30,1732,1635,0,0,17,3367,3384,1.401976676,2788941049,128855840.8,7.859,4335325,6.95845938,233.0593109,6.257,133.1755103,99.04621283,68.65706,10.1885304,12.43452707,,32,889000000,2683000000,1000922131,1.113669491,3,1732,3,15.13000011,17110261.47
122,2016,Botswana,30,2090,78,0,0,660,2168,2828,7.036896951,1875477212,74435106.6,46.4788,254396,5.56052208,402.8016357,6,267.9535738,112.0275788,65.64189,2.734212777,6.5799446,6.402692421,,237100006.1,505000000,514463449.2,1.831973136,27.7,2090,5,21.02899933,7001175.433
342,2017,Fiji,30,7,10,0,0,0,17,17,5.353364937,361546007.9,27822995.24,49.353,1557876,3.18689561,194.4366608,8.18,128.7771414,61.13812646,61.34481,1.3829706,8.655903011,,370,138000000,1243000000,75276555.01,0.577645837,6.3,7,5,4.277999878,4484264.835
422,2017,Haiti,30,5,0,0,2302,0,5,2307,2.510271345,748921320.6,326075757,51.676,,4.78747177,62.79301834,8.638,7.39196048,28.10719836,37.74675,0.272254631,0.053922807,2.564744897,15000,485000000,460000000,73613.49246,1.305020463,48,5,2,13.87699986,23253884.92
496,2019,Japan,30,1463,29123,0,687,0,30586,31273,0.270304645,,3896171118,3.5488,130233352,10.74372482,4360.473633,11.1,3656.55159,703.9219455,77.99983,33.50338023,49.45849529,0.460410118,265000,29146000000,49209000000,47609019987,-0.208999473,2.5,1463,5,2.400000095,0
517,2016,Kuwait,30,935,823,0,93000,0,1758,94758,2.925868226,18880445324,201664238.6,8.4444,4069935,4.73096323,1308.106201,2.518,1116.026614,192.0795926,59.96924,2.562375612,13.47613963,2.631167969,,13232000000,831000000,6446742131,3.112853918,2.5,935,1,2.160000086,0
518,2017,Kuwait,30,613,948,0,92000,0,1561,93561,-4.712106209,33709376202,241405748.3,8.194,5731748,4.65326786,1384.578247,2.601,1186.711373,197.8667428,61.78943,2.90227137,13.36461462,-1.062727517,,13722000000,643000000,6764636914,2.477112701,2.5,613,1,2.197000027,0
519,2018,Kuwait,30,671,983,0,92000,16,1654,93670,1.246129408,47786423347,275617601.9,7.8858,6464847,5.09953451,1733.809082,2.696,1529.191532,204.6175633,62.56073,2.509382904,12.4607958,0.72340365,,14318000000,919000000,7165279060,1.982437111,2.5,671,1,2.164999962,0
34,2016,Armenia,29,17883,73,0,512,0,17956,18468,0.2,411662033.1,43172604.62,22.1604,,9.95196629,357.4577637,9.849,58.81064273,291.9585495,70.63154,10.18921762,18.10620259,-1.3759275,,1033000000,1037000000,431396218.6,0.361260408,2.8,17883,6,17.62000084,7691168.45
1,2017,Afghanistan,29,75927,215,1837079,0,448032,76142,2361253,2.647003202,,575149709.4,68.957,1647425,12.62081718,65.70602417,6.575,3.34826009,49.59757036,37.13062,0.025297475,0.327222367,,27000,130000000,16000000,191407113.2,2.54783304,23,75927,9,11.18000031,91732775.33
35,2017,Armenia,29,17968,62,0,773,0,18030,18803,7.500000002,398958007.8,42240955.22,21.49,,10.36270523,405.6506958,9.862,53.72709008,346.7030445,71.49433,10.7076869,17.01353339,8.708442084,,1218000000,1224000000,443610413.3,0.293899006,3.1,17968,6,17.70000076,2211987.644
295,2018,Dominican Rep.,29,164,327,0,0,0,491,491,,15473559834,295178868.9,93.0342,,5.73288918,461.5351563,6.15,204.4886834,252.667724,59.32073,8.098377541,12.02758108,7.531896433,27000,1006000000,7561000000,593678722.1,1.078862009,6.7,164,1,5.860000134,4230637.248
0,2016,Afghanistan,29,59770,123,1797551,0,114221,59893,1971665,2.260314201,,577403184.3,75.325,1917924,11.81856155,60.18867111,6.742,3.05628788,45.72794863,38.93563,0.024873504,0.322730963,,7400,89000000,62000000,185878310.1,2.778034788,22.2,59770,9,11.15799999,122889874.5
294,2017,Dominican Rep.,29,594,850,0,0,0,1444,1444,,13783381350,275288346.4,94.26,,5.83058023,443.6706848,6.12,204.0986182,236.2917161,59.12432,7.805287573,12.64946109,4.244873321,69000,940000000,7184000000,533073157.8,1.10348624,6.4,594,1,5.829999924,4248691.294
98,2016,Belize,29,0,2427,0,0,1709,2427,4136,-0.033233632,-98656147.74,5794869.73,69.3254,990499,6.14959431,296.0452271,4.65,203.7181976,87.41397603,55.36968,4.987513572,6.080347448,-0.770423438,3500,55000000,,21712887.5,2.049363877,7.2,,4,7,2817366.041
296,2019,Dominican Rep.,29,164,561,0,0,0,725,725,,16172482412,276170576.7,91.8084,113752,5.929142,491.0593567,6.188,220.4702299,266.4771506,59.98867,8.658968589,11.27745355,4.712377314,4900,1060000000,,613299023.3,1.046620579,8.3,164,1,6.360000134,7962341.372
857,2016,Slovakia,29,980,38,0,1523,46,1018,2587,,4029178178,97230625.4,25.04,12928,7.11029387,1175.597046,9.6,940.0084437,235.5273864,75.03118,24.55972553,15.13402326,1.311270664,,2420000000,2812000000,1003048084,0.12892233,5.6,980,7,9.670000076,0
160,2017,Cabo Verde,29,0,0,0,115,0,0,115,3.702039188,289589857,8417020.206,73.759,336718,5.27825785,173.7935486,5.682,108.034017,51.88378947,53.98064,2.789405728,12.08748684,3.838132421,,100000000,451000000,9354384.166,1.190125956,16.7,,1,12.23999977,5389587.193
269,2016,Czechia,29,3640,769,0,1502,0,4409,5911,,11280157815,177823659.6,11.728,4048658,7.10655022,1321.620239,10.2,1082.120392,239.499811,76.38834,28.91055035,16.56101029,3.19485865,,4962000000,7041000000,1954935000,0.192048416,2.5,3640,7,3.950000048,0
283,2018,Denmark,29,36623,2675,0,8236,0,39298,47534,1.989537315,46666314806,167818616.9,4.169,,10.0707159,6216.768555,9.5,5214.660217,1002.108025,85.17028,44.0863778,19.50419723,2.239393841,,10485000000,9097000000,4558690187,0.495838926,2.5,36623,8,5.130000114,0
329,2016,Eswatini,29,725,377,0,0,0,1102,1102,1.062610193,154152526.1,50262747.98,77.318,,6.82044792,233.6351471,10.462,97.48945025,59.86777999,58.37605,0.62836794,3.77020764,-0.600027624,,33000000,13199999.81,80527779.9,0.897738794,13,725,4,22.71999931,4598694.701
337,2018,Ethiopia,29,903226,2136,2615800,0,452,905362,3521614,6.816147797,19999732666,647317690.6,65.0748,11501244,3.30818701,24.29408836,6.551,5.66116337,9.86313314,47.0561,,,6.943667059,296000,612700012.2,3548000000,512029056.7,2.619969171,14.4,903226,3,2.318000078,102478804.7
526,2019,Kyrgyzstan,29,347,164,0,58,0,511,569,,691211283.9,31760582.92,32.1198,867935,4.49454117,62.14477539,5.2,31.95594431,28.74523905,67.82089,4.194159776,4.658073365,-2.569737945,,519000000,708000000,128943451.8,2.08787614,7.2,347,9,6.918000221,29444856.03
543,2018,Lesotho,29,56,36,0,0,0,92,92,-1.223137311,292566046.7,49120230.01,92.578,,10.90125179,124.6897278,14.246,58.81941202,18.1172451,58.68291,0.273344565,0.395004952,-0.325280907,1400,347000000,,51064347.75,0.799793018,20.8,56,5,22.81299973,9804606.498
718,2018,Norway,29,57004,2246,0,2809,0,59250,62059,1.118828479,80786786572,55127051.37,5.1048,,10.02394581,8271.858398,7.7,7089.272138,1182.586379,82.91579,41.32402966,10.59048378,4.597063894,,18307000000,7280000000,7541055169,0.660090844,2.5,57004,5,3.799999952,0
755,2019,Peru,29,2850,487049,0,0,0,489899,489899,2.203974749,22440472713,453661990.2,55.0216,18820572,5.21506882,370.1099548,5.579,232.7661627,136.6190152,68.69658,,,2.977032998,10000,3627399902,4703000000,2766847335,1.616156746,8.7,2850,7,3.380000114,30040115.93
888,2016,Spain,29,12983,20360,0,1011,0,33343,34354,3.03130133,79227502797,441098124.8,7.9744,66674868,8.9523859,2376.721191,8.8,1700.647275,676.0741459,77.63075,30.26250082,41.78856306,3.384662338,5400,,,14014439635,0.08443015,2.5,12983,5,19.62999916,0
890,2018,Spain,29,20437,78685,0,2455,0,99122,101577,2.288785676,1.01E+11,479915387.3,7.4904,80706703,8.99036121,2740.269287,9.1,1925.699262,814.5697901,77.69995,32.50380176,42.32482621,2.194014674,640,,,17823271131,0.437982994,2.5,20437,5,15.25,0
979,2017,Uganda,29,1350495,44635,0,0,180000,1395130,1575130,3.131405518,"$4,567,571,574 ","$461,963,135.50 ",118.836,"14,958.00",4.0002389,$30.68 ,6.769,4.9007599,12.54532128,57.87464,,0.637133201,2.514527074,95000,365000000,"$954,000,000.00 ","$346,762,883.80 ",3.755686611,,1350495,5,1.932000041,64358841.15
116,2016,Bosnia and Herzegovina,29,5266,51,98324,49,52437,5317,156127,3.149806916,-927024204.1,67401573.07,10.125,,9.24976635,461.9793396,10.427,327.5307225,133.5724126,64.83564,19.56337748,22.00036855,2.593268302,,290000000,875000000,157912010.6,-1.264728458,2.5,5266,7,25.40999985,7668298.677
118,2018,Bosnia and Herzegovina,29,5227,1003,96830,90,48907,6230,152057,3.740071092,-29913902.33,76711705.28,9.149,,8.89146042,539.9100342,10.712,377.2187483,160.4010293,65.37254,21.55180998,23.84334785,4.01035072,,378000000,1147000000,172073317.8,-0.827063452,2.5,5227,7,18.39999962,10942025.32
177,2016,Canada,29,97322,23946,0,0,0,121268,121268,1.001394414,25898618661,519645388.8,9.0084,85406425,11.02296066,4629.375,7.4,3224.506074,1404.868857,79.54094,36.79332821,41.65556256,0.970803016,93000,,,17782775543,1.132348655,2.5,97322,9,7,0
281,2016,Denmark,29,33501,7001,0,7610,0,40502,48112,3.245956985,40661768544,147350510.6,4.1856,,10.14456177,5565.593262,9.2,4681.911653,883.6817721,84.59517,43.09670097,24.4292373,2.222531262,,9174000000,7494000000,3592727944,0.780392644,2.5,33501,8,5.989999771,0
282,2017,Denmark,29,35668,4229,0,7990,0,39897,47887,2.821736341,42574958783,154713227.1,4.123,,10.03963375,5800.152832,9.2,4873.521752,926.6312901,84.5806,43.81979996,19.17211215,2.635787193,,9804000000,8508000000,3764033344,0.643350904,2.5,35668,8,5.829999924,0
459,2018,Iran (Islamic Rep. of),29,979435,33,0,0,0,979468,979468,,,1150132534,40.6932,23029380,8.4627676,484.2865906,4.843,222.420958,261.7636805,58.63915,12.70539134,37.26364785,-5.750152769,74000,9271000000,5252000000,11230852288,1.386478335,5.4,979435,2,12.18999958,13173571
531,2018,Latvia,29,664,45,0,224844,0,709,225553,3.989480387,721225278.4,37289985.91,15.8014,4058762,6.19103575,1101.492554,15,657.7669944,441.9121346,80.31973,27.27540487,13.80449364,3.709720714,24,,,709370536.9,-0.779138396,2.5,664,9,7.409999847,0
710,2016,North Macedonia,29,634,15,0,600,0,649,1249,2.848205194,1521578502,37622192.64,16.1822,,6.37943363,327.4913635,9.88,208.4597508,116.6606895,80.5866,18.33628661,17.70377216,1.799390071,,204000000,283000000,103520137.3,0.109300286,3,634,9,23.71999931,3954136.565
859,2018,Slovakia,29,938,17,0,1523,0,955,2478,,5926465779,116592723.9,25.9352,,6.70504332,1299.911377,10,1029.724096,270.1975437,75.445,27.65439443,13.25329442,3.668059824,270,2823000000,3318000000,1295988102,0.13850816,4.1,938,7,6.539999962,0
889,2017,Spain,29,17541,34866,0,1596,0,52407,54003,2.973641191,90064692213,442283418.8,7.725,71598374,8.9569416,2526.720459,9.1,1782.143957,744.5765623,77.62772,31.44484622,41.98992493,2.642029298,2100,,,16043533257,0.234587923,2.5,17541,5,17.21999931,0
980,2018,Uganda,29,1165646,25269,0,0,180000,1190915,1370915,6.303923781,"$4,601,737,710 ","$492,064,769.60 ",116.0714,"21,212.00",4.03115654,$32.05 ,6.554,5.37704109,12.72967674,58.38634,,0.192061436,5.755676638,164000,497000000,"$1,522,000,000.00 ","$408,367,566.70 ",3.725163906,,1165646,5,1.922999978,55990416.06
1022,2018,Uzbekistan,29,13,0,0,79942,0,13,79955,5.354996888,15253969237,282218849.8,24.2094,3056558,5.30275869,82.26926422,4.7,31.40143368,50.2010371,67.75199,12.69699784,10.65473581,,,2722000000,1314000000,1440385072,1.736986377,2.5,13,6,5.835000038,13541045.52
178,2017,Canada,29,104768,51859,0,3790,0,156627,160417,3.039880225,55417082000,551616574.9,8.387,91404001,10.83538342,4865.070801,7.5,3395.676562,1469.39399,79.30059,37.90637316,39.39062011,4.181976881,85000,,,22269696323,1.199682154,2.5,104768,9,6.340000153,0
179,2018,Canada,29,114101,78766,0,3790,0,192867,196657,2.777040554,52802485528,573062749.2,8.0346,91504000,10.80637455,5018.711426,7.7,3521.605263,1497.106246,79.6798,38.96365923,37.33557257,2.386484609,19000,,,22729327580,1.412548033,2.5,114101,9,5.829999924,0
270,2017,Czechia,29,3640,799,0,1502,0,4439,5941,,15894157542,189314360.2,11.972,5450671,7.14152622,1475.915283,10.5,1206.806562,269.1088011,76.42162,29.56565123,15.41291946,5.35915841,,5533000000,7695000000,2077722061,0.265642664,2.5,3640,7,2.890000105,0
403,2016,Guinea,29,5067,104,0,0,0,5171,5171,10.82062144,-755814157.7,149109880.8,137.4098,,5.39708233,39.52141953,9.013,4.86054411,23.89802429,45.97639,0.00937093,0,10.70816069,490,16299999.24,16600000.38,161856744.5,2.644357731,,5067,6,4.880000114,27404123
457,2016,Iran (Islamic Rep. of),29,979435,91,0,0,0,979526,979526,,,1075471694,39.4222,17084581,8.57090187,458.2581787,4.821,231.9248136,226.1861059,55.70786,9.562818677,38.7980937,13.42820318,78,11142000000,4634000000,12263957415,1.356225741,4.9,979435,2,12.61999989,21799064.78
458,2017,Iran (Islamic Rep. of),29,979435,84,0,0,0,979519,979519,,,1124136311,40.635,26858178.78,8.42790699,481.5763855,4.835,248.3623008,233.1097618,55.69678,10.66014016,38.51300674,3.657399766,225000,12568000000,4531000000,13931196490,1.385333802,5.2,979435,2,12.22999954,4856624.558
463,2016,Iraq,29,261863,11488,3604285,48200,3161,273351,3928997,13.78737302,4043169730,945335319.1,73.285,2019816,3.492342,159.7389526,4.889,32.71926967,126.433856,44.14072,,5.547568805,13.83957422,,7647000000,3120000000,5970383698,2.877231639,38.4,261863,0,10.81999969,18166364.13
692,2016,Nicaragua,29,325,338,0,0,0,663,663,4.562954429,2148592077,45786970.39,86.7808,,8.04877567,169.6340332,5.039,98.02805693,62.75260012,54.24718,2.808133409,5.815950383,3.362884163,18000,310000000,,85073598.44,1.288988634,18,325,1,3.900000095,6980342.832
711,2017,North Macedonia,29,414,26,0,590,0,440,1030,1.081772738,1690570842,36816224.27,15.723,,6.5939827,358.3068848,9.965,204.1360115,153.7054631,80.33318,19.03437855,17.6046928,1.101691052,,233000000,331000000,100754692.1,0.097034195,2.7,414,9,22.37999916,3748794.615
858,2017,Slovakia,29,912,26,0,1523,10,938,2471,,4378250758,104794406.2,25.684,7925,6.77144289,1189.072266,9.9,939.9138834,249.1791245,75.15124,25.78518328,13.92907359,3.355394925,,2599000000,3024000000,1049074347,0.155178996,4.5,912,7,8.130000114,0
961,2017,Turkey,29,3480350,308838,0,117,0,3789188,3789305,7.501997489,"$93,103,016,275 ","$1,733,664,647.00 ",26.559,"107,917,326.00",4.17974997,$442.62 ,5.394,343.9604028,98.65857332,70.9145,14.70097003,13.94099964,,,5865000000,"$31,993,000,000.00 ","$17,822,738,263.00 ",1.601312234,2.5,3480350,4,10.81999969,26524845.32
2,2018,Afghanistan,29,72228,281,2106893,0,489854,72509,2669256,1.189228128,,557892202.2,65.141,1125367,14.12674332,69.99860382,6.423,2.72140895,53.42270666,44.20343,0.043040552,0.343791756,,435000,226000000,50000000,198074728.6,2.384309079,23.4,72228,10,11.15200043,84699683.02
117,2017,Bosnia and Herzegovina,29,5224,223,98574,65,48907,5447,152993,3.171434875,-388628089.1,68666578.84,9.642,,8.93797779,482.1771545,10.563,338.1266935,142.1868829,65.24652,20.89636807,22.65667122,2.143083722,,346000000,984000000,156258302.1,-1.030880199,2.5,5224,7,20.53000069,10046572.88
306,2017,Egypt,29,232647,56557,0,0,0,289204,289204,,9735818976,1666021728,53.819,11748510,5.63305616,113.9753799,5.863,35.30042287,78.31577233,55.79763,5.4269301,6.84847735,3.595239874,,2419000000,8636000000,2765588434,2.090832668,4.9,232647,2,11.73999977,37525648.03
405,2018,Guinea,29,4294,1578,0,0,0,5872,5872,6.358491927,-830028368,173454959.7,133.365,,3.63913226,35.70616531,8.452,5.89686852,25.95555867,49.26216,0.009770995,0,3.031488319,3900,411700012.2,4699999.809,197079526.4,2.833117512,,4294,6,4.982999802,33270309.31
411,2018,Guinea-Bissau,29,4853,21,0,0,0,4874,4874,1.283736703,58608902.61,28069224.14,103.2252,,7.62560892,61.23582077,9.612,4.44476206,41.02300317,43.19038,0.064237212,0,-2.706443941,3700,74599998.47,20000000,20139128.81,2.493505196,,4853,6,5.981999874,16775442.11
842,2017,Sierra Leone,29,678,0,0,0,0,678,678,4.192610074,-291465045.7,104345207.4,112.828,,9.39976025,46.68696976,12.003,4.22658005,26.23331379,47.08868,,0.22701709,13.86707739,12000,62000000,39000000,39577826,2.154069382,26.2,678,5,4.663000107,23262069.52
945,2019,Togo,29,11964,692,0,0,0,12656,12656,5.459921448,,119742651.1,88.2846,633629,5.72606897,51.1550293,8.324,7.71268233,38.77937545,62.28934,0.394674035,0.539507862,5.496466582,,61000000,264000000,170566832.4,2.420235924,20.4,11964,6,3.719000101,28203941.66
1033,2016,Viet Nam,29,0,0,0,11000,0,0,11000,,22877036216,682858257.3,31.9554,37349272,4.51853609,124.0594101,6.19,58.84340106,62.36522353,65.28861,9.716197135,5.978205651,5.335736523,81000,4500000000,8500000000,5017401787,1.034107367,7.8,,7,1.850000024,35681817.18
1053,2018,Zimbabwe,29,7795,10207,0,0,853,18002,18855,0,,323004462,83.2486,282539,8.68006228,141.3693078,7.883,45.32473722,60.46166901,50.50998,1.40632166,1.861989658,5.094695972,1100,269000000,191000000,420364000,1.410381542,,7795,5,4.796000004,21637146.04
58,2016,Azerbaijan,29,1193,255,613129,3585,0,1448,618162,-3.1,5856472852,69390178.67,54.5184,1961639,4.03655434,156.9957275,5.8,45.24860304,110.9496722,64.56339,18.52561662,17.46328565,,,2593000000,2855000000,1396969108,1.11785721,2.5,1193,2,5,1611381.635
59,2017,Azerbaijan,29,1120,124,612785,3585,0,1244,617614,0.2,9090413882,76052693.82,55.838,2331308,3.73651457,155.0982666,5.8,41.59234646,112.4652862,67.13946,18.3357575,17.14850305,,,2803000000,3214000000,1528859592,0.981261805,2.5,1120,2,5,2166607.037
161,2018,Cabo Verde,29,0,0,0,115,0,0,115,4.531161684,393162691.8,9460834.93,72.6946,561944,5.26637983,190.4555969,5.625,116.0582887,56.50188982,54.00831,2.879358255,11.52699594,5.701989651,,112000000,520000000,10714071.13,1.158842966,16.2,,1,12.17000008,5931877.97
180,2019,Canada,29,101757,97701,0,3790,0,199458,203248,1.879592028,57856497356,569208101.9,7.6822,93352000,10.84447765,5048.372559,7.6,3542.315497,1506.057184,79.64043,40.8261656,35.86641133,2.075486813,41000,,,22204408440,1.4150147,2.5,101757,9,5.659999847,0
207,2016,China,29,317254,647,0,0,0,317901,317901,6.848762205,3.06E+12,51897301359,7.5834,487960477,4.97955608,395.3599548,7.09,229.709797,165.6437687,63.79116,22.81370164,14.61221985,6.82607745,7434000,,,1.99E+11,0.573050906,2.5,317254,3,4.53000021,40237509.79
208,2017,China,29,321714,691,0,0,0,322405,322405,6.947200793,3.52E+12,55868971505,7.635,551234509,5.06592178,437.2567444,7.11,247.8080512,189.4467874,64.20096,27.73989833,13.63504777,7.341812202,4473000,,,2.10E+11,0.605245013,2.5,321714,3,4.440000057,34845905.54
